id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D071101912;1;MO;M;30;SI;X;BR;8
D071101912;2;AU;M;54;IN;X;BR;8
D071101913;1;AU;M;16;IN;X;BR;3
D071101915;1;CM;M;27;SI;X;BR;5
D071101915;2;MO;M;27;SI;X;BR;3
D071101916;1;AU;M;27;SI;X;BR;5
D071101916;2;MO;M;19;SI;X;BR;5
D071101917;1;AU;M;28;SI;X;BR;5
D071101917;2;MO;M;19;IN;X;BR;3
D071101918;1;AU;M;44;SI;X;BR;3
D071101918;2;MO;M;22;IN;X;BR;6
D071101919;1;AU;F;25;SI;X;BR;8
D071101920;1;MC;M;31;SI;X;BR;5
D071101921;1;MO;M;21;IN;X;BR;3
D071101922;1;MO;M;19;SI;X;BR;5
D071101923;1;MO;M;16;IN;X;BR;4
D071101924;1;MO;X;SI;SI;X;BR;8
D071101925;1;AU;F;31;SI;X;BR;7
D071101926;1;AU;M;27;IN;X;BR;3
D071101926;2;AU;M;29;HA;X;BR;5
D071101927;1;AU;X;SI;SI;X;BR;8
D071101928;1;ON;X;SI;SI;X;BR;8
D071101928;2;CA;M;SI;SI;X;BR;8
D071101929;1;ON;X;SI;SI;X;BR;8
D071101929;2;BI;M;57;SI;X;BR;3
D071101930;1;AU;X;SI;SI;X;BR;8
D071101930;2;MO;M;34;SI;X;BR;8
D071101931;1;ON;M;44;SI;X;BR;5
D071101931;2;AU;F;40;SI;X;BR;3
D071101932;1;MO;M;30;SI;X;BR;5
D071101932;2;CA;M;25;SI;X;BR;6
D071101933;1;MO;M;43;SI;X;BR;5
D071101933;2;AU;M;SI;SI;X;BR;8
D071101934;1;AU;X;SI;SI;X;BR;8
D071101935;1;MO;M;33;SI;X;BR;5
D071101935;2;AU;F;28;SI;X;BR;7
D071101935;3;AU;M;24;SI;X;BR;5
D071101936;1;MO;M;31;SI;X;BR;3
D071101937;1;AU;M;SI;SI;X;BR;5
D071101937;2;AU;M;27;SI;X;BR;3
D071101938;1;AU;F;39;SI;X;BR;7
D071101938;2;AU;M;27;SI;X;BR;5
D071101939;1;MO;M;29;SI;X;BR;6
D071101939;2;AU;M;47;SI;X;BR;2
D071101940;1;AU;X;SI;SI;X;BR;8
D071101941;1;MO;M;35;HA;X;BR;3
D071101941;2;CM;M;35;HA;X;BR;2
D071101942;1;MO;M;24;IN;X;BR;6
D071101942;2;AU;M;62;HA;X;BR;5
D071101943;1;CM;M;48;SI;X;BR;8
D071101943;2;CM;M;49;SI;X;BR;2
D071101944;1;MO;M;23;SI;X;BR;8
D071101944;2;AU;M;SI;SI;X;BR;8
D071101945;1;MO;M;42;SI;X;BR;3
D071101945;2;AU;M;27;SI;X;BR;3
D071101946;1;CA;M;57;SI;X;BR;7
D071101947;1;MO;X;SI;SI;X;BR;8
D071101949;1;AU;M;SI;SI;X;BR;8
D071101949;2;AU;M;26;SI;X;BR;3
D071101950;1;CM;M;30;SI;X;BR;5
D071101951;1;AU;M;25;SI;X;BR;5
D071101951;2;AU;M;47;SI;X;BR;2
D071101953;1;AU;M;54;SI;X;BR;5
D071101954;1;MO;M;31;SI;X;BR;8
D071101954;2;CA;M;53;SI;X;BR;3
D071101955;1;AU;F;27;SI;X;BR;5
D071101956;1;MO;M;29;SI;X;BR;5
D071101957;1;MO;M;37;SI;X;BR;5
D071101958;1;AU;M;37;SI;X;BR;5
D071101959;1;MO;M;23;SI;X;BR;3
D071101959;2;AU;X;SI;SI;X;BR;8
D071101960;1;MO;M;37;IN;X;BR;2
D071101960;2;AU;M;60;HA;X;BR;3
D071101961;1;AU;M;28;SI;X;BR;5
D071101962;1;AU;M;32;SI;X;BR;5
D071101962;2;AU;M;34;SI;X;BR;5
D071101963;1;CM;M;36;SI;X;BR;5
D071101963;2;CA;M;49;SI;X;BR;2
D071101964;1;CM;M;21;SI;X;BR;3
D071101964;2;AU;M;54;SI;X;BR;3
D071101965;1;AU;M;22;SI;X;BR;5
D071101965;2;MO;M;19;SI;X;BR;3
D071101966;1;MO;M;31;SI;X;BR;5
D071101966;2;AU;M;28;SI;X;BR;5
D071101967;1;MO;M;23;SI;X;BR;7
D071101967;2;AU;M;26;SI;X;BR;5
D071101968;1;AU;M;21;HA;X;BR;5
D071101969;1;AU;M;25;SI;X;BR;5
D071101969;2;MO;M;53;SI;X;BR;3
D071101970;1;MO;M;23;SI;X;BR;5
D071101970;2;AU;M;34;SI;X;BR;5
D071101971;1;CA;M;64;SI;X;BR;3
D071101972;1;MO;M;30;HA;X;BR;5
D071101972;2;CM;M;25;IN;X;BR;3
D071101973;1;MO;M;49;SI;X;BR;2
D071101973;2;AU;F;28;SI;X;BR;5
D071101974;1;AU;M;63;SI;X;BR;3
D071101974;2;AU;M;43;SI;X;SA;7
D071101975;1;CA;M;38;SI;X;BR;3
D071101975;2;CA;M;52;SI;X;BR;3
D071101976;1;ON;M;SI;SI;X;BR;8
D071101976;2;AU;M;47;SI;X;BR;3
D071101977;1;MO;M;23;SI;X;BR;3
D071101978;1;MO;M;41;SI;X;BR;8
D071101978;2;MC;F;43;SI;X;BR;2
D071101979;1;CA;M;49;SI;X;BR;3
D071101979;2;CM;M;57;SI;X;BR;3
D071101979;3;CM;M;43;SI;X;BR;3
D071101980;1;MO;M;38;SI;X;BR;4
D071101980;2;AU;F;34;SI;X;BR;5
D071101981;1;AU;M;37;SI;X;BR;3
D071101981;2;MO;M;20;SI;X;BR;3
D071101982;1;MO;X;SI;SI;X;BR;8
D071101983;1;MO;M;19;SI;X;BR;5
D071101983;2;AU;F;62;SI;X;BR;3
D071101984;1;MO;M;30;SI;X;BR;4
D071101984;2;AU;X;SI;SI;X;BR;8
D071101985;1;AU;M;29;SI;X;BR;5
D071101986;1;MO;M;22;IN;X;BR;5
D071101986;2;CM;F;40;SI;X;BR;7
D071101987;1;MO;M;61;SI;X;BR;2
D071101987;2;AU;M;30;SI;X;BR;5
D071101988;1;MO;M;37;SI;X;BR;3
D071101989;1;MO;M;20;SI;X;BR;3
D071101989;2;AU;M;31;SI;X;BR;5
D071101990;1;AU;M;36;SI;X;BR;5
D071101991;1;MO;M;24;SI;X;BR;5
D071101992;1;MO;M;15;IN;X;BR;8
D071101993;1;AU;M;SI;SI;X;BR;8
D071101994;1;MO;M;22;HA;X;BR;5
D071101994;2;CM;M;36;HA;X;BR;5
D071101995;1;CM;X;SI;SI;X;BR;8
D071101996;1;AU;M;18;SI;X;BR;8
D071101996;2;OU;X;SI;SI;X;BR;8
D071101997;1;MO;M;SI;SI;X;BR;8
D071101997;2;AU;M;34;SI;X;BR;3
D071101998;1;MO;M;26;SI;X;BR;5
D071101998;2;AU;M;SI;SI;X;BR;3
D071101999;1;AU;M;22;IN;X;BR;3
D071101999;2;CM;M;32;SI;X;SA;3
D071102000;1;MO;M;18;SI;X;BR;3
D071102001;1;CM;M;36;SI;X;BR;5
D071102001;2;MO;M;25;SI;X;BR;5
D071102002;1;MO;M;23;SI;X;BR;5
D071102002;2;AU;M;44;SI;X;BR;3
D071102003;1;AU;M;19;SI;X;BR;3
D071102004;1;MO;M;SI;SI;X;BR;8
D071102005;1;MO;M;27;SI;X;BR;3
D071102006;1;AU;M;33;SI;X;BR;3
D071102007;1;MO;M;21;SI;X;BR;5
D071102007;2;AU;F;31;SI;X;BR;5
D071102008;1;BI;M;SI;SI;X;BR;8
D071102008;2;AU;F;53;SI;X;BR;5
D071102009;1;AU;X;SI;SI;X;BR;8
D071102010;1;CM;M;51;SI;X;BR;7
D071102010;2;MO;M;20;SI;X;BR;5
D071102011;1;CM;M;53;SI;X;BR;8
D071102012;1;MO;X;SI;SI;X;BR;8
D071102013;1;MO;M;33;SI;X;BR;8
D071102013;2;AU;M;33;SI;X;BR;5
D071102014;1;AU;M;38;SI;X;BR;5
D071102014;2;AU;M;36;SI;X;BR;3
D071102015;1;SI;M;SI;SI;X;BR;8
D071102016;1;AU;M;20;SI;X;BR;5
D071102016;2;MO;X;SI;SI;X;BR;8
D071102017;1;MO;M;20;SI;X;BR;8
D071102017;2;AU;F;41;SI;X;BR;5
D071102018;1;AU;M;47;SI;X;BR;3
D071102018;2;MO;M;33;SI;X;BR;3
D071102019;1;AU;M;23;IN;X;BR;3
D071102020;1;MO;M;24;SI;X;BR;5
D071102020;2;AU;M;26;SI;X;BR;7
D071102021;1;AU;X;SI;SI;X;BR;8
D071102021;2;MO;M;51;SI;X;BR;3
D071102022;1;AU;M;61;SI;X;BR;3
D071102023;1;MO;M;25;IN;X;BR;3
D071102023;2;MO;M;32;IN;X;BR;3
D071102023;3;AU;F;30;SI;X;BR;7
D071102024;1;MO;X;SI;SI;X;BR;8
D071102025;1;MO;X;SI;SI;X;BR;8
D071102026;1;AU;M;31;IN;X;BR;3
D071102027;1;AU;F;24;SI;X;BR;8
D071102027;2;MO;M;34;IN;X;BR;3
D071102028;1;MO;M;24;SI;X;BR;3
D071102028;2;AU;M;21;SI;X;BR;7
D071102029;1;AU;M;32;SI;X;BR;5
D071102030;1;MO;M;25;HA;X;BR;4
D071102030;2;MO;M;SI;SI;X;BR;8
D071102031;1;CM;M;29;HA;X;BR;8
D071102031;2;AU;M;27;HA;X;BR;5
D071102032;1;AU;M;17;IN;X;BR;8
D071102033;1;OU;F;35;HA;X;BR;5
D071102033;2;MO;M;23;SI;X;BR;5
D071102034;1;MO;M;20;SI;X;BR;3
D071102034;2;MC;M;40;SI;X;BR;5
D071102035;1;AU;M;28;HA;X;BR;5
D071102035;2;MO;M;25;SI;X;BR;5
D071102036;1;AU;M;44;SI;X;BR;3
D071102036;2;AU;M;21;SI;X;BR;5
D071102037;1;AU;F;43;SI;X;BR;5
D071102037;2;AU;M;32;SI;X;BR;5
D071102038;1;AU;M;39;IN;X;SA;3
D071102038;2;AU;M;24;SI;X;BR;6
D071102039;1;MO;M;22;SI;X;BR;5
D071102039;2;MO;M;SI;SI;X;BR;8
D071102040;1;AU;M;27;SI;X;BR;7
D071102040;2;ON;M;40;SI;X;BR;3
D071102041;1;AU;M;22;SI;X;BR;1
D071102042;1;AU;M;77;IN;X;BR;3
D071102043;1;AU;M;44;IN;X;AA;3
D071102043;2;AU;F;39;SI;X;BR;7
D071102044;1;AU;M;39;SI;X;BR;5
D071102045;1;MO;M;33;SI;X;BR;3
D071102046;1;AU;M;30;SI;X;BR;5
D071102046;2;AU;M;20;SI;X;BR;3
D071102047;1;AU;M;28;SI;X;BR;2
D071102047;2;MO;M;23;SI;X;BR;5
D071102048;1;AU;M;22;SI;X;BR;7
D071102049;1;MO;X;SI;SI;X;BR;8
D071102050;1;AU;M;26;SI;X;BR;5
D071102050;2;AU;M;24;SI;X;BR;5
D071102050;3;AU;F;26;SI;X;BR;7
D071102050;4;AU;M;60;IN;X;BR;3
D071102051;1;AU;M;60;IN;X;BR;3
D071102052;1;MO;M;35;SI;X;BR;3
D071102052;2;CA;M;47;IN;X;BR;3
D071102053;1;AU;M;40;IN;X;BR;2
D071102054;1;MO;M;30;SI;X;BR;3
D071102055;1;AU;M;69;SI;X;BR;2
D071102056;1;AU;M;23;SI;X;BR;4
D071102056;2;BI;M;53;SI;X;BR;5
D071102057;1;MO;M;33;SI;X;BR;2
D071102057;2;MO;M;27;SI;X;BR;3
D071102058;1;AU;F;39;SI;X;BR;5
D071102058;2;MO;M;36;SI;X;BR;5
D071102059;1;AU;M;SI;SI;X;BR;8
D071102060;1;MO;M;55;SI;X;AA;4
D071102061;1;CM;M;61;SI;X;BR;2
D071102061;2;AU;M;23;SI;X;BR;5
D071102062;1;MC;M;61;SI;X;BR;3
D071102062;2;AU;M;66;SI;X;BR;2
D071102063;1;AU;M;53;SI;X;BR;7
D071102063;2;MO;M;22;SI;X;BR;3
D071102064;1;MO;M;SI;SI;X;BR;8
D071102064;2;MO;M;21;SI;X;BR;5
D071102065;1;SI;X;SI;SI;X;BR;8
D071102065;2;MO;M;26;SI;X;BR;5
D071102066;1;AU;M;35;SI;X;BR;3
D071102067;1;CA;M;36;HA;X;BR;2
D071102067;2;AU;F;31;SI;X;BR;5
D071102068;1;OU;M;34;HA;X;BR;3
D071102068;2;MO;M;23;SI;X;BR;5
D071102069;1;MO;M;55;SI;X;BR;3
D071102070;1;MO;M;17;IN;X;BR;3
D071102070;2;AU;M;29;SI;X;BR;8
D071102070;3;AU;M;SI;SI;X;BR;8
D071102071;1;MO;M;55;SI;X;BR;3
D071102072;1;AU;M;40;SI;X;BR;3
D071102072;2;MO;M;22;SI;X;BR;5
D071102073;1;ON;M;38;SI;X;BR;5
D071102073;2;MO;M;SI;SI;X;BR;8
D071102074;1;OU;M;SI;HA;X;BR;8
D071102075;1;AU;F;24;SI;X;BR;5
D071102076;1;CA;M;48;SI;X;BR;3
D071102076;2;AU;M;35;SI;X;SA;3
D071102077;1;MO;M;31;SI;X;BR;3
D071102077;2;AU;M;47;SI;X;BR;3
D071102078;1;MO;M;42;SI;X;BR;5
D071102079;1;AU;M;70;SI;X;BR;3
D071102080;1;AU;M;17;IN;X;BR;3
D071102080;2;AU;M;38;SI;X;BR;5
D071102081;1;AU;M;40;SI;X;BR;7
D071102082;1;AU;M;26;SI;X;BR;8
D071102083;1;AU;M;26;SI;X;BR;7
D071102083;2;MO;M;16;IN;X;BR;7
D071102084;1;AU;X;SI;SI;X;BR;8
D071102085;1;MO;M;22;SI;X;BR;8
D071102085;2;SI;X;SI;SI;X;BR;8
D071102086;1;MO;M;21;IN;X;BR;4
D071102087;1;AU;X;SI;SI;X;BR;8
D071102088;1;CM;M;25;HA;X;BR;5
D071102089;1;MO;M;35;SI;X;BR;5
D071102090;1;MO;M;36;SI;X;BR;7
D071102091;1;AU;M;SI;SI;X;BR;8
D071102092;1;CA;M;55;SI;X;BR;3
D071102093;1;MO;M;17;IN;X;BR;3
D071102094;1;MO;M;20;SI;X;BR;5
D071102095;1;MO;M;23;SI;X;BR;3
D071102095;2;AU;X;SI;SI;X;BR;8
D071102096;1;CM;M;43;HA;X;BR;2
D071102097;1;AU;F;19;SI;X;BR;6
D071102097;2;MO;M;33;SI;X;BR;3
D071102098;1;MO;M;21;SI;X;BR;3
D071102099;1;SI;X;SI;SI;X;BR;8
D071102100;1;OU;M;50;HA;X;BR;2
D071102100;2;MO;M;45;SI;X;BR;2
D071102100;3;MO;M;26;SI;X;BR;6
D071102100;4;MO;M;32;SI;X;BR;2
D071102101;1;BI;M;22;NE;X;BR;8
D071102102;1;MO;M;40;SI;X;BR;3
D071102103;1;AU;M;28;SI;X;BR;5
D071102104;1;CA;M;35;SI;X;BR;8
D071102105;1;AU;M;30;SI;X;BR;7
D071102105;2;CM;M;57;SI;X;BR;7
D071102106;1;CM;M;48;SI;X;BR;8
D071102106;2;MO;M;38;SI;X;BR;8
D071102107;1;AU;M;51;SI;X;BR;5
D071102108;1;MO;M;33;SI;X;BR;5
D071102108;2;CA;X;SI;SI;X;BR;8
D071102109;1;AU;M;36;SI;X;BR;7
D071102109;2;AU;F;28;SI;X;BR;7
D071102110;1;AU;M;60;SI;X;BR;3
D071102110;2;AU;M;37;SI;X;BR;3
D071102110;3;MO;M;24;SI;X;BR;3
D071102111;1;AU;M;41;SI;X;BR;2
D071102111;2;AU;M;32;SI;X;BR;3
D071102112;1;CA;M;74;SI;X;BR;8
D071102113;1;MO;M;23;SI;X;BR;7
D071102113;2;MO;M;45;SI;X;BR;3
D071102114;1;AU;M;29;SI;X;BR;5
D071102114;2;MO;M;22;SI;X;BR;5
D071102115;1;AU;M;37;SI;X;BR;6
D071102116;1;OU;M;40;HA;X;BR;3
D071102117;1;CM;M;28;SI;X;BR;5
D071102117;2;MO;M;37;SI;X;BR;7
D071102118;1;AU;M;64;SI;X;BR;5
D071102118;2;MC;M;36;HA;X;BR;8
D071102119;1;AU;F;30;SI;X;BR;5
D071102119;2;AU;M;24;SI;X;BR;3
D071102120;1;MO;M;37;SI;X;BR;3
D071102120;2;AU;M;27;SI;X;BR;5
D071102121;1;AU;F;27;SI;X;BR;3
D071102121;2;MO;M;40;SI;X;BR;5
D071102122;1;ON;M;59;SI;X;BR;3
D071102123;1;SI;X;SI;SI;X;BR;8
D071102124;1;MO;M;20;SI;X;BR;5
D071102124;2;CM;M;38;SI;X;BR;2
D071102125;1;CA;M;52;SI;X;BR;2
D071102126;1;MC;M;38;SI;X;BR;3
D071102127;1;CA;M;39;SI;X;BR;5
D071102128;1;AU;M;47;SI;X;BR;5
D071102128;2;MO;M;20;IN;X;BR;5
D071102129;1;AU;M;69;SI;X;BR;7
D071102130;1;MO;M;45;SI;X;BR;3
D071102131;1;AU;F;28;SI;X;SA;7
D071102132;1;MO;M;25;SI;X;BR;5
D071102133;1;CA;M;42;SI;X;BR;5
D071102133;2;BI;M;11;NE;X;BR;4
D071102134;1;OU;M;56;HA;X;BR;3
D071102135;1;MO;M;31;SI;X;BR;5
D071102135;2;CA;M;38;SI;X;BR;5
D071102136;1;CA;M;32;SI;X;BR;8
D071102137;1;AU;M;41;SI;X;BR;7
D071102138;1;AU;X;SI;SI;X;BR;8
D071102139;1;AU;M;40;SI;X;BR;8
D071102140;1;AU;M;22;SI;X;BR;2
D071102141;1;MO;M;26;SI;X;BR;5
D071102142;1;MO;M;36;SI;X;BR;2
D071102142;2;CA;M;36;SI;X;BR;5
D071102142;3;AU;M;27;SI;X;BR;5
D071102143;1;AU;M;23;IN;X;AA;2
D071102144;1;AU;X;SI;SI;X;BR;8
D071102145;1;CM;M;33;HA;X;BR;3
D071102146;1;MO;M;19;SI;X;BR;2
D071102146;2;OU;M;25;HA;X;BR;5
D071102147;1;AU;M;45;SI;X;BR;3
D071102148;1;AU;M;22;IN;X;BR;5
D071102149;1;SI;X;SI;SI;X;BR;8
D071102150;1;ON;M;31;SI;X;BR;4
D071102151;1;AU;M;28;SI;X;BR;5
D071102151;2;MO;M;26;SI;X;BR;2
D071102152;1;AU;M;31;SI;X;BR;7
D071102152;2;MO;M;31;SI;X;BR;2
D071102153;1;AU;X;SI;SI;X;BR;8
D071102154;1;MO;M;19;SI;X;BR;2
D071102154;2;MO;M;32;SI;X;BR;5
D071102155;1;AU;M;84;SI;X;BR;2
D071102155;2;CA;M;31;SI;X;BR;8
D071102156;1;AU;M;28;SI;X;AA;3
D071102156;2;MO;M;33;SI;X;BR;2
D071102157;1;AU;X;SI;SI;X;BR;8
D071102157;2;MO;M;27;SI;X;BR;8
D071102158;1;MO;M;22;SI;X;BR;5
D071102159;1;AU;M;80;SI;X;BR;2
D071102160;1;CM;M;34;SI;X;BR;3
D071102161;1;SI;X;SI;SI;X;BR;8
D071102162;1;AU;M;33;SI;X;AA;2
D071102162;2;CA;M;51;SI;X;BR;3
D071102163;1;MO;M;26;SI;X;BR;2
D071102164;1;MO;M;19;SI;X;BR;3
D071102165;1;MO;M;19;SI;X;BR;3
D071102166;1;OU;M;44;SI;X;BR;3
D071102167;1;AU;F;36;SI;X;BR;8
D071102167;2;CM;M;27;SI;X;BR;5
D071102167;3;CM;M;22;SI;X;BR;3
D071102167;4;AU;F;25;SI;X;BR;5
D071102168;1;MO;M;45;SI;X;BR;3
D071200001;1;CM;M;43;HA;X;BR;8
D071200002;1;MO;M;21;SI;X;BR;5
D071200002;2;AU;M;22;SI;X;BR;2
D071200003;1;MO;M;45;SI;X;BR;3
D071200003;2;AU;F;34;SI;X;BR;7
D071200004;1;SI;X;SI;SI;X;BR;8
D071200005;1;MO;M;37;SI;X;BR;5
D071200006;1;MO;M;37;SI;X;BR;8
D071200006;2;AU;X;SI;SI;X;BR;8
D071200007;1;MO;M;22;SI;X;BR;5
D071200007;2;AU;M;19;SI;X;BR;5
D071200008;1;SI;X;SI;SI;X;BR;8
D071200010;1;OU;M;50;HA;X;BR;5
D071200011;1;MO;M;SI;SI;X;BR;8
D071200011;2;AU;F;27;SI;X;BR;7
D071200012;1;MO;F;35;SI;X;BR;5
D071200012;2;AU;M;50;SI;X;BR;5
D071200013;1;AU;M;59;SI;X;BR;5
D071200014;1;MO;M;32;SI;X;BR;7
D071200015;1;BI;M;41;NE;X;BR;5
D071200016;1;MO;M;25;SI;X;BR;5
D071200016;2;AU;M;45;SI;X;BR;5
D071200017;1;ON;M;57;SI;X;BR;4
D071200018;1;MO;M;37;SI;X;BR;8
D071200018;2;AU;M;40;SI;X;BR;3
D071200019;1;ON;M;40;SI;X;BR;3
D071200020;1;CM;M;45;SI;X;BR;7
D071200021;1;AU;M;28;SI;X;BR;5
D071200022;1;MO;M;22;SI;X;BR;4
D071200023;1;MO;M;34;SI;X;BR;5
D071200024;1;ON;X;SI;SI;X;BR;8
D071200025;1;AU;F;34;SI;X;BR;5
D071200025;2;OU;M;50;HA;X;BR;3
D071200026;1;MO;M;46;SI;X;BR;5
D071200027;1;ON;M;SI;SI;X;BR;3
D071200028;1;MO;M;23;SI;X;BR;3
D071200028;2;CM;M;42;SI;X;BR;5
D071200029;1;AU;M;48;SI;X;BR;8
D071200030;1;MO;M;24;HA;X;BR;4
D071200032;1;AU;M;41;SI;X;BR;5
D071200033;1;MO;M;35;SI;X;BR;6
D071200033;2;AU;F;SI;SI;X;BR;8
D071200035;1;AU;M;53;SI;X;BR;5
D071200035;2;MO;M;30;SI;X;BR;5
D071200036;1;CM;M;33;SI;X;BR;5
D071200037;1;AU;M;23;SI;X;BR;6
D071200038;1;AU;M;60;SI;X;BR;5
D071200038;2;MO;M;29;SI;X;BR;7
D071200039;1;MO;M;33;SI;X;BR;2
D071200040;1;AU;M;46;SI;X;BR;7
D071200040;2;MO;M;28;SI;X;BR;5
D071200042;1;AU;F;41;SI;X;BR;5
D071200044;1;MO;M;49;SI;X;BR;8
D071200045;1;AU;M;53;SI;X;BR;8
D071200045;2;MO;M;42;SI;X;BR;5
D071200046;1;SI;X;SI;SI;X;BR;8
D071200047;1;AU;X;SI;SI;X;BR;8
D071200048;1;MO;M;20;IN;X;BR;5
D071200049;1;AU;M;25;SI;X;BR;8
D071200050;1;AU;M;36;SI;X;BR;8
D071200051;1;MO;M;21;SI;X;BR;5
D071200051;2;MO;M;18;IN;X;BR;2
D071200052;1;MO;M;21;SI;X;BR;3
D071200053;1;AU;X;SI;SI;X;BR;8
D071200055;1;MO;M;37;SI;X;BR;6
D071200055;2;AU;F;38;SI;X;BR;5
D071200056;1;MO;M;38;HA;X;BR;3
D071200056;2;AU;M;50;SI;X;BR;7
D071200057;1;AU;M;21;SI;X;BR;3
D071200057;2;AU;M;32;SI;X;BR;7
D071200058;1;OU;X;SI;HA;X;BR;8
D071200059;1;MO;F;48;SI;X;BR;8
D071200059;2;AU;M;39;SI;X;BR;5
D071200060;1;AU;X;SI;SI;X;BR;8
D071200061;1;MO;M;33;SI;X;BR;2
D071200061;2;AU;X;SI;SI;X;BR;8
D071200062;1;MO;M;48;SI;X;BR;7
D071200062;2;AU;M;57;SI;X;BR;8
D071200063;1;AU;M;36;SI;X;BR;7
D071200064;1;AU;M;41;SI;X;BR;7
D071200065;1;SI;X;SI;SI;X;BR;8
D071200066;1;AU;M;60;SI;X;BR;5
D071200066;2;BI;M;35;NE;X;BR;5
D071200067;1;MO;M;22;SI;X;BR;3
D071200068;1;MO;M;48;SI;X;BR;5
D071200068;2;AU;M;38;SI;X;BR;7
D071200069;1;CM;M;50;HA;X;BR;5
D071200070;1;MO;M;22;SI;X;BR;5
D071200070;2;CA;M;22;SI;X;BR;3
D071200071;1;AU;M;36;SI;X;BR;3
D071200072;1;AU;M;23;SI;X;BR;3
D071200073;1;MO;M;61;SI;X;BR;7
D071200074;1;OU;M;29;HA;X;BR;5
D071200076;1;MO;M;33;HA;X;BR;5
D071200076;2;MO;M;21;IN;X;BR;8
D071200077;1;MO;M;30;SI;X;BR;5
D071200077;2;AU;M;39;SI;X;BR;7
D071200078;1;AU;M;69;SI;X;BR;5
D071200079;1;AU;F;55;SI;X;BR;3
D071200079;2;MO;M;22;SI;X;BR;5
D071200080;1;MO;M;22;SI;X;BR;3
D071200081;1;MO;M;21;SI;X;BR;5
D071200082;1;AU;X;SI;SI;X;BR;8
D071200082;2;MO;M;19;SI;X;BR;6
D071200083;1;AU;M;38;SI;X;BR;5
D071200083;2;AU;M;45;SI;X;BR;5
D071200084;1;MO;M;44;SI;X;BR;5
D071200084;2;AU;M;45;SI;X;BR;3
D071200085;1;SI;X;SI;SI;X;BR;8
D071200086;1;OU;M;66;HA;X;BR;3
D071200087;1;AU;M;22;SI;X;BR;7
D071200088;1;SI;X;SI;SI;X;BR;8
D071200089;1;MO;F;36;SI;X;BR;7
D071200089;2;AU;M;39;SI;X;BR;7
D071200090;1;AU;M;50;SI;X;BR;5
D071200090;2;MO;M;47;SI;X;BR;8
D071200091;1;MO;M;22;SI;X;BR;5
D071200091;2;AU;F;47;SI;X;BR;7
D071200092;1;AU;M;39;SI;X;BR;5
D071200093;1;MO;M;41;SI;X;BR;8
D071200093;2;AU;M;SI;SI;X;BR;8
D071200093;3;AU;M;62;SI;X;BR;4
D071200094;1;MO;M;26;SI;X;BR;3
D071200094;2;CM;X;SI;SI;X;BR;8
D071200095;1;AU;F;35;SI;X;BR;8
D071200095;2;AU;M;40;SI;X;BR;5
D071200095;3;AU;F;SI;SI;X;BR;8
D071200096;1;AU;X;SI;SI;X;BR;8
D071200097;1;AU;M;39;SI;X;BR;7
D071200097;2;MO;M;24;SI;X;BR;3
D071200098;1;AU;M;62;SI;X;BR;7
D071200098;2;MO;M;40;SI;X;BR;2
D071200099;1;CM;F;31;SI;X;BR;5
D071200099;2;MO;M;47;SI;X;BR;3
D071200100;1;MO;M;30;SI;X;BR;3
D071200100;2;MO;M;23;SI;X;BR;5
D071200101;1;AU;M;67;SI;X;BR;3
D071200101;2;MO;M;37;SI;X;BR;8
D071200101;3;AU;F;38;SI;X;BR;5
D071200102;1;AU;M;60;SI;X;BR;7
D071200102;2;MO;M;44;SI;X;BR;8
D071200103;1;AU;M;58;SI;X;BR;3
D071200103;2;MO;M;38;SI;X;BR;5
D071200104;1;AU;M;58;SI;X;BR;5
D071200104;2;MO;M;28;SI;X;BR;3
D071200105;1;OU;M;61;HA;X;BR;2
D071200106;1;CM;M;37;SI;X;BR;5
D071200106;2;MO;M;22;SI;X;BR;5
D071200107;1;OU;M;43;HA;X;BR;3
D071200108;1;AU;M;31;SI;X;BR;7
D071200108;2;MO;M;31;SI;X;BR;5
D071200109;1;AU;F;34;SI;X;BR;5
D071200110;1;MO;M;37;SI;X;BR;3
D071200111;1;CM;M;48;SI;X;BR;5
D071200111;2;MO;M;36;SI;X;BR;8
D071200112;1;AU;M;35;SI;X;BR;7
D071200112;2;MO;M;30;SI;X;BR;5
D071200113;1;AU;M;30;SI;X;BR;7
D071200113;2;MO;M;23;SI;X;BR;5
D071200113;3;MO;M;24;SI;X;BR;7
D071200114;1;AU;M;35;SI;X;BR;5
D071200114;2;BI;M;40;NE;X;BR;2
D071200115;1;OU;M;30;SI;X;BR;5
D071200116;1;AU;M;34;SI;X;BR;5
D071200116;2;MO;M;28;SI;X;BR;6
D071200117;1;SI;X;SI;SI;X;BR;8
D071200118;1;OU;X;SI;HA;X;BR;8
D071200119;1;AU;F;25;SI;X;BR;3
D071200119;2;MO;M;29;SI;X;BR;7
D071200120;1;AU;X;SI;SI;X;BR;8
D071200120;2;AU;F;23;SI;X;BR;7
D071200121;1;MO;M;47;SI;X;BR;5
D071200121;2;CM;F;SI;SI;X;BR;8
D071200122;1;SI;X;SI;SI;X;BR;8
D071200123;1;MO;M;18;IN;X;BR;3
D071200124;1;AU;F;SI;SI;X;BR;8
D071200124;2;MO;M;31;SI;X;BR;4
D071200125;1;AU;M;54;SI;X;BR;6
D071200125;2;MO;M;29;SI;X;BR;5
