codlog;tipo;titulo;preposicao;nome;cep
00565;R; ; ;ALCIDES PERTIGA;05413-000
00566;R; ; ;ALCIDES PRADO;03519-000
00567;R;DR; ;ALCIDES PRESTES;02336-000
00568;R; ; ;ALCIDES RICARDINI NEVES;04575-000
00569;AV; ; ;ALCIDES SANGIRARDI;05672-000
00570;R; ; ;ALCINA;02237-000
00571;R; ; ;ALCINDO GUANABARA;01546-000
00572;R;PROF; ;ALCINDO MUNIZ DE SOUSA;03674-000
00573;R; ; ;ALCINO BRAGA;04004-000
00574;R; ; ;ALCINO FIDELIS;02951-000
00575;R; ; ;ALCIO CARNEIRO DE LIMA;08461-000
00576;R;GAL; ;ALCIO SOUTO;03193-000
00577;R; ; ;ALCOBACA;05620-000
00578;R;CAP; ;ALCOOK;02234-000
00579;R; ; ;ALCIR ALCANTARA BARBOSA;03746-000
00580;AV; ; ;ALDA;04476-000
00581;R; ; ;ALDA VIEIRA;03437-000
00582;R; ; ;ALDEMAR;03379-000
00583;R;GAL; ;ALDEVIO BARBOSA DE LEMOS;04372-000
00584;R; ; ;ALDINO;03377-000
00586;R; ; ;ALDO DE AZEVEDO;05453-000
00587;R; ; ;ALDO BONADEI;05594-000
00588;R;PROF; ;ALDO LOCATELLI;02976-000
00589;R; ; ;ALECRIM;04926-000
00590;R; ; ;ANA MACHADO;03624-000
00591;R; ; ;IBIPORA;03265-000
00592;R; ; ;CASTELLAMMARE;05879-000
00593;R; ; ;ROSA RUBRA;08090-000
00594;R; ; ;ALEGRE;03404-000
00595;R;COMTE; ;GUALBERTO;02309-000
00596;R; ; ;ANTONIO LE VOCI;04809-000
00597;R; ; ;ALEGRETE;01254-000
00598;R; ; ;ALEGRIA;03043-000
00600;R; ; ;AUGUSTO DE FREITAS;04012-000
00601;R; ; ;ALEIXO DA SILVA;04756-000
00602;R; ; ;ALEIXO GARCIA;04545-000
00603;R; ; ;ALEIXO JORGE;01259-000
00604;R; ; ;ALEIXO LEME DOS REIS;04436-000
00605;PC;PDE; ;ALEIXO MONTEIRO MAFRA;08011-000
00606;R; ;DOS;ALEMAES;01329-000
00607;R; ; ;CARL WEISS;04911-000
00608;R; ; ;ALEMANHA;01448-000
00609;R; ; ;ALENCAR ARARIPE;04253-000
00610;R; ; ;ALENQUER;05618-000
00611;R; ; ;DANTE PELLACANI;03334-000
00612;R;DESEM; ;ALIPIO BASTOS;04343-000
00613;R; ; ;ALERINA;05780-000
00614;R; ; ;ALESSANDRO GIULIO DELL'ARINGA;03959-000
00615;R; ; ;ALESSANDRO VOLTA;04576-000
00616;R; ; ;ALEUTAS;05609-000
00618;R; ; ;ALEXANDER BAIN;03690-000
00619;R; ; ;ALEXANDRE;04240-000
00620;R;STO; ;ALEXANDRE;03542-000
00621;R; ; ;ANTONIO FONTES;03472-000
00622;R;PROF; ;ALEXANDRE ALBUQUERQUE;04007-000
00623;R; ; ;ALEXANDER BELL;04567-000
00624;R; ; ;ALEXANDRE CICCARELLI;03966-000
00625;R; ; ;VANDA DE SOUZA RAMON;04311-000
00626;R; ; ;ALEXANDRE CORREIA DA SILVA;04766-000
00627;R; ; ;ALEXANDRE CORREIA;03367-000
00628;R; ; ;ALEXANDRE D'ALESSANDRO;04348-000
00629;R; ; ;ALBERTO LUZ;04767-000
00630;PC; ; ;ALEXANDRE DE GUSMAO;01419-000
00631;R;DR; ;ALEXANDRE FERREIRA;02257-000
00632;PC; ; ;ALEXANDRE FLEMING;03180-000
00633;R; ; ;ALEXANDRE FORNESIO;03451-000
00634;R; ; ;ALEXANDRE GUSMAO;04760-000
00635;R; ; ;ALEXANDRE HERCULANO;05464-000
00636;R; ; ;ALEXANDRE JORGE DA CRUZ;04693-000
00637;R; ; ;ALEXANDRE LEVI;01520-000
00638;R;GAL; ;ALEXANDRE LIMA;05175-000
00639;AV; ; ;ALEXANDRE MACKENZIE;05322-000
00640;R; ; ;ALEXANDRE MARCONDES MACHADO;05506-000
00641;R; ; ;ALEXANDRE MARTINS RODRIGUES;04349-000
00642;R;PROF; ;ALEXANDRE MONAT;08441-000
00643;R; ; ;ALEXANDRE NANINNI;02020-000
00644;R;EMBA; ;DORA DE VASCONCELOS;04438-000
00645;R; ; ;ALEXANDRE PETTA;08062-000
00646;R; ; ;ALEXANDRE TEIXEIRA;03519-000
00647;R; ; ;ALEXANDRITA;05340-000
00648;R; ; ;ALEXANDRINA;02372-000
00649;PC; ; ;MANOEL DE MESQUITA;03350-000
00650;R;ALM; ;ALEXANDRINO;03350-000
00651;R; ; ;ALEXANDRINO DA SILVEIRA BUENO;01524-000
00652;R; ; ;ALEXANDRINO PEDROSO;03031-000
00653;AV; ; ;JOSE MARIA DA SILVA PARANHOS;05635-000
00654;R; ; ;ANGELO PARIZ FORNAZA;04728-000
00655;R; ; ;ALFA;04249-000
00656;R; ; ;CARAPATARI;02310-000
00657;R; ; ;ALFA;01144-000
00659;R; ; ;SINHAZINHA;04335-000
00660;R; ; ;FRANCISCO MORELLI;02964-000
00661;R; ; ;PAPIRO-DO-EGITO;08071-000
00662;R; ; ;CHAMONIX;04943-000
00663;R; ; ;ALFAIA;05468-000
00664;R;COMEN; ;ALFAIA;03178-000
00665;R;COMEN; ;ALFAIA RODRIGUES;04383-000
00666;R; ;DA;ALFANDEGA;03006-000
00667;R; ;DAS;ALFAZEMAS;03204-000
00668;R; ; ;ALFENAS;05303-000
00669;AV; ;DAS;ALTEROSAS;03544-000
00670;R;S; ;ALFEU;04176-000
00671;AV;PROF; ;ALFONSO BOVERO;01254-000
00672;R; ; ;ALPHONSUS DE GUIMARAENS;02404-000
00673;R; ; ;DOMINGOS DA BOCAINA;03276-000
00674;R; ; ;ALFREDO ALBERTINI;08021-000
00675;R; ; ;ALFREDO ANDRE;04750-000
00676;R;PROF; ;ALFREDO ASHCAR;05621-000
00677;TV; ; ;ODE TRIUNFAL;02275-000
00678;R; ; ;ALFREDO BERNARDES;05546-000
00679;R;MAEST; ;ALFREDO BEVILAQUA;03676-000
00680;R; ; ;ALFREDO BRAGA;04337-000
00681;R; ; ;JUVENAL LINO DE MATTOS;04337-000
00682;R;PROF; ;ALFREDO BRESSER;02301-000
00683;R;CEL; ;ALFREDO CABRAL;01444-000
00684;R; ; ;ALFREDO CLEMENTE FILHO;08030-000
00685;R; ; ;ALFREDO COSTA;08220-000
00686;R; ; ;ALFREDO COWNLEY SLATER;02278-000
00687;R; ; ;ALFREDO DA CRUZ;02522-000
00688;R; ; ;ALFREDO DA CUNHA MARTINS;08051-000
00689;R; ; ;ALFREDO DA SILVA;02066-000
00690;R;DR; ;ALFREDO DE CASTRO;01155-000
00691;R; ; ;ALFREDO DE TOLEDO;03525-000
00692;R; ; ;ALFREDO DO VALE CABRAL;03320-000
00693;R;CAP; ;ANSELMO BARCELOS;08151-000
00694;R;DR; ;ALFREDO ELLIS;01322-000
00695;R; ; ;ALFREDO FAGUNDES;04125-000
00696;R; ; ;ALFREDO GARCIA AQUILINE;02844-000
00697;R; ; ;GANSOS;03411-000
00698;R; ; ;ALFREDO GUEDES;02034-000
00699;R; ; ;ALFREDO INACIO TRINDADE;02344-000
00700;PC; ; ;ALFREDO ISSA;01033-000
00701;R;DR; ;ALFREDO ISSA;03137-000
00702;R; ; ;ESCOLASTICA CESAR DE SIQUEIRA;05397-000
00703;R;PROF; ;OLAVO DE CARVALHO;05307-000
00704;R; ; ;ALFREDO MAIA;01106-000
00706;R; ; ;ALFREDO MARCONDES MACHADO;02757-000
00707;R; ; ;ALFREDO MARGARIA;02964-000
00708;TV; ; ;ALFREDO MARGARIDO;05102-000
00709;R; ; ;ALFREDO MARIO PIZZOTI;02060-000
00710;R; ; ;ALFREDO MARTINS;04109-000
00711;R;ENG; ;ALBERTO MEYER;02841-000
00712;R;PROF; ;ALFREDO MONTEIRO;02927-000
00713;R; ; ;ALFREDO MOREIRA PINTO;08110-000
00714;R;MIN; ;ALFREDO NASSER;05516-000
00715;R; ; ;ALFREDO PARDINI;02354-000
00716;PC; ; ;ALFREDO PAULINO;01225-000
00717;R; ; ;ALFREDO PINTO;03676-000
00718;R; ; ;ALFREDO PIRAGIBE;05447-000
00719;R; ; ;ALFREDO PUJOL;02017-000
00720;R;DR; ;ALFREDO PUJOL FILHO;04070-000
00721;R; ; ;JOSE MANUEL DE OLIVEIRA;04812-000
00722;R; ; ;ALFREDO ROMANELLI;02320-000
00723;R;MAJ; ;ALFREDO ROMAO;05177-000
00724;R; ; ;OTELO RIZZO;03324-000
00725;R;DESEM; ;ALFREDO RUSSEL;03558-000
00726;R;DR; ;ALFREDO SALES;08050-000
00727;R; ; ;ALFREDO SASSI;03966-000
00728;R; ; ;ALFREDO SHAMMAS;08011-000
00729;R;MIN; ;ALFREDO VALADAO;05638-000
00730;PC; ; ;ALFREDO WEISZFLOG;05045-000
00731;R; ; ;ALFREDO ZUNKELLER;02421-000
00732;R;DONA; ;ALIA;03749-000
00733;R;DESEM; ;ALVES DE CASTRO;04157-000
00734;R; ; ;ALIADOS;05082-000
00735;R; ; ;NATAL MEIRA DE BARROS;03454-000
00736;R; ; ;ALIANCA;03715-000
00737;R; ; ;HONORE DAUMIER;05343-000
00738;R; ; ;FRANCISCO ANTONIO GONCALVES;04630-000
00739;R; ; ;PRAIA DA ROSA;03692-000
00740;R; ; ;ALIANCA LIBERAL;05088-000
00741;R; ; ;ALVES CARDOSO;02134-000
00742;R; ; ;ALICANTE;03654-000
00743;R; ; ;MANOEL DIAS DO CAMPO;02564-000
00744;R; ; ;MANOEL DUARTE;02756-000
00746;R; ; ;GUIHEI VATANABE;05617-000
00747;R; ; ;SEBASTIAO BORGES DA SILVA;03262-000
00748;R; ; ;BRYAXIS;04544-000
00749;R; ; ;SEBASTIAO NOGUEIRA BOTELHO;05592-000
00750;R; ; ;ALICE DE CASTRO;04015-000
00751;R; ; ;ALICE GARCIA VEGA;02737-000
00752;R; ; ;CICERO VALADARES;02467-000
00755;R; ; ;ALICE MACUCO ALVES;05453-000
00757;R; ; ;ALICE DILON BRAGA;08030-000
00758;R; ; ;ALICE RODRIGUES;01109-000
00759;R; ; ;ALICE TIBIRICA;02845-000
00761;R; ; ;ALICINHA;03808-000
00762;R; ; ;ALIGUSTA;02313-000
00764;R; ; ;ALIPIO DE SOUSA;02201-000
00765;R;PROF; ;ALIPIO DUTRA;05635-000
00766;R;STO; ;ALIRIO;02937-000
00767;R; ; ;ACRISIO SANTANA;03974-000
00768;R; ; ;ALJUBARROTA;03382-000
00769;R;PROF; ;AUTHOS PAGANO;04741-000
00770;R;SOLD; ;ALMANDIO GOERING;02146-000
00771;R; ; ;BARRA DA JANGADA;02247-000
00773;R; ; ;EMILIO GHIBERTI;04165-000
00774;TV; ; ;NUVENS;02247-000
00775;R; ; ;VADICO;03008-000
00776;R;PDE; ;ALMEIDA;05114-000
00777;R;DR; ;ALMEIDA ABBADE;03730-000
00778;R; ; ;ALMEIDA BRANDAO;03545-000
00779;R;PRES; ;ALMEIDA COUTO;03108-000
00780;R; ; ;ALMEIDA FERRAZ;04357-000
00781;R; ; ;ALMEIDA GARRETT;05459-000
00782;R; ; ;ALMEIDA GOIS;04131-000
00783;PC; ; ;ALMEIDA JUNIOR;01510-000
00784;PC;DR; ;ALMEIDA JUNQUEIRA;03089-000
00785;R; ; ;ALMEIDA LEITE;05052-000
00786;R;DR; ;ALMEIDA LIMA;03046-000
00787;R; ; ;ALMEIDA LISBOA;04125-000
00788;R; ; ;ALMEIDA MAIA;02338-000
00789;R; ; ;ALMEIDA MERCES;02372-000
00791;R;DR; ;ALMEIDA NOGUEIRA;03634-000
00792;R;PROF; ;ALMEIDA PORTO;04181-000
00793;R;DR; ;ALMEIDA SALLES;03507-000
00794;R; ; ;ALMEIDA SEABRA;03560-000
00795;R; ; ;ALMEIDA SERRA;02258-000
00796;R;DR; ;ALMEIDA SOARES;05174-000
00797;R; ; ;ALMEIDA TORRES;01530-000
00798;R; ; ;ALMERIA;03654-000
00799;R;SOLD; ;ALMIR BERNARDINO;02187-000
00800;R; ; ;ALMIR RIBEIRO;01257-000
00801;R; ; ;ALMIR RODRIGUES;02616-000
00802;R;DR; ;ALMIRIO DE CAMPOS;08450-000
00803;R; ; ;SEBASTIAO SISSON;04337-000
00804;R; ; ;ALMOTACEL;02848-000
00805;R; ; ;ENEIAS BASTOS E SOUZA;02436-000
00806;R; ; ;ALOANDIA;03688-000
00807;R; ; ;ALUISIO AZEVEDO;02021-000
00808;R;PDE; ;ALOISIO ZENS;08420-000
00809;R; ; ;GUMERCINDO FLEURY;05447-000
00810;TV; ; ;ALONSO;05436-000
00811;R;ENG; ;ALONSO DE AZEVEDO;04647-000
00812;R; ; ;ALONSO PERES;02161-000
00813;R;PROF; ;ALOISIO DE CASTRO;02434-000
00814;R; ;DOS;ALPES;01520-000
00815;R; ; ;AJUDANTE;03580-000
00816;R; ; ;ALPESTRE;05181-000
00817;R; ; ;ALPINA;05159-000
00818;R; ; ;ALPINOPOLIS;08410-000
00819;AV; ; ;CAMPOS DE GUAIRA;02280-000
00820;R; ; ;ALTA;04477-000
00821;R;ENG; ;ISAAC MILDER;05688-000
00822;R; ; ;AGENOR PINHEIRO DE ALBUQUERQUE;04405-000
00823;R;FREI; ;JOAO DO ROSARIO;04401-000
00824;R; ; ;TRINDADE COELHO;04406-000
00825;R; ; ;AETABA;05447-000
00826;R; ; ;ALTAIR;03404-000
00827;R; ; ;ALTAMIRA;03551-000
00829;R;PROFA; ;ALTINA MAYNARD ARAUJO;05125-000
00830;R; ; ;LUCAS DE CAMARGO;03257-000
00831;AV;PRES; ;ALTINO;05323-000
00832;R; ; ;ALTINO ANTUNES;02452-000
00833;AV;DR; ;ALTINO ARANTES;04042-000
00834;R; ; ;ALTINO SILVA;02319-000
00835;R; ; ;ALTINOPOLIS;02334-000
00837;R; ;DO;ALTO;02342-000
00838;TV; ; ;RENE VICTOR VERNAGLIA;02342-000
00840;R; ; ;ALTO ARAGUAIA;03561-000
00841;R; ; ;ALTO BELO;03478-000
00842;R; ; ;ALTO DA BELA VISTA;02271-000
00843;R; ; ;ALTO DE PADILHA;04923-000
00844;R; ; ;ALTO DO PARNAIBA;03556-000
00845;R; ; ;ALTO GARCAS;03546-000
00846;R; ; ;ALTO PIMENTA;01106-000
00847;R; ; ;ALTO PORA;02211-000
00848;R;ENG; ;ALUISIO MARQUES;05854-000
00849;R; ; ;ALVIM;03668-000
00850;R; ; ;ALVA;03377-000
00852;ES; ;DO;ALVARENGA;04462-000
00853;AV; ; ;ALVARENGA;04477-000
00854;PC; ; ;ALEXANDRE FRANCISCO REBOUCAS;04462-000
00855;R; ; ;ALVARENGA;05509-000
00856;TV; ; ;ALTA FLORESTA;03104-000
00858;R; ; ;ALVARENGA PEIXOTO;05095-000
00859;R; ; ;ALVARES AFONSO;02268-000
00860;R; ; ;ALVARES DE AZEVEDO;04671-000
00861;R; ; ;LEBON REGIS;08210-000
00862;R; ; ;ALVARES FLORENCE;05502-000
00863;R; ; ;ALVARES LOBO;04757-000
00864;R; ; ;ALVARES MACHADO;01501-000
00865;R; ; ;ALVARES OTERO;02935-000
00866;R; ; ;ALVARES PENTEADO;01012-000
00867;R;DR; ;ALVARES TEIXEIRA;03901-000
00868;R; ; ;ALVARES VASCONCELOS;05173-000
00869;R; ; ;POLIGNANO A. MARE;03005-000
00870;R; ; ;MANUEL DE AVITA;03257-000
00871;R; ; ;ALVARO AFONSO;04691-000
00872;R; ; ;ALVARO DE ALMEIDA;04413-000
00873;R;DR; ;ALVARO ALVIM;04018-000
00874;R; ; ;ALVARO ANES;05421-000
00875;R; ; ;ALVARO CARLOS LEAL;02635-000
00876;R; ; ;ALVARO COELHO;08081-000
00877;R;ENG; ;ALVARO DA SILVEIRA;03659-000
00878;R; ; ;ALVARO DE ABREU;02039-000
00879;PC;DR; ;ALVARO DE BRITO;01435-000
00880;R; ; ;ALVARO DE CARVALHO;01050-000
00881;R; ; ;ALVARO DE MENDONCA;08215-000
00882;R; ; ;ALVARO DE MENEZES;04007-000
00883;R; ; ;MARIA ANGELICA FRANCI;03737-000
00884;R;MIN; ;ALVARO DE SOUZA LIMA;04664-000
00885;R; ; ;ALVARO DO VALE;04217-000
00886;R; ; ;ALVARO DOS SANTOS;02227-000
00887;R; ; ;ALVARO DUARTE;02272-000
00888;R; ; ;ALVARO FRAGOSO;04223-000
00889;R;DR; ;ALVARO GOMES DOS REIS;04696-000
00890;R;PROF; ;ALVARO GUERRA;01450-000
00891;R; ; ;ALVARO GUERRA;02910-000
00892;R; ; ;SAMUEL PALMER;04383-000
00893;R; ; ;ALVARO GUIAO;05103-000
00894;R; ; ;ALVARO GUIMARAES;01323-000
00895;R; ; ;ALVARO LESSA;03972-000
00896;AV; ; ;ALVARO MACHADO PEDROSA;02245-000
00897;R; ; ;ALVARO MARTINS;05052-000
00899;R; ; ;ALVARO MOREIRA;03388-000
00900;R;PDE; ;ALVARO NEGROMONTE;03518-000
00901;R; ; ;ALVARO NETO;04112-000
00902;R; ; ;ALVARO NUNES;04612-000
00903;R;DR; ;ALVARO OSORIO DE ALMEIDA;05359-000
00904;R; ; ;ALVARO PERES;03726-000
00905;R; ; ;ALVARO PINTO;04181-000
00906;AV; ; ;ALVARO RAMOS;03058-000
00907;R; ; ;ALVARO REIS;03522-000
00908;R; ; ;ALVARO RODRIGUES;04582-000
00909;PC;BRIG; ;ALVES SECO;02936-000
00910;PC; ; ;ARVERS;04285-000
00911;R; ; ;JOSE FUGULIN;04455-000
00912;R; ; ;ALVES;02834-000
00913;R;LIVR; ;ALVES;01505-000
00914;PC; ; ;ALVES BARBOSA;02935-000
00915;R; ; ;ALVES BRANCO;05068-000
00916;R; ; ;ALVES CARNEIRO;03460-000
00917;R; ; ;ALVES DE ALMEIDA;03378-000
00918;R; ; ;ALVES DE SIQUEIRA;04752-000
00919;R; ; ;ALVES DOS SANTOS;05743-000
00920;R; ; ;ALVES FEITOSA;05174-000
00921;R; ; ;ALVES GUIMARAES;05410-000
00922;R; ; ;ALVES MALDONADO;03558-000
00923;R;PROF; ;ALVES PEDROSO;03721-000
00924;R; ; ;ALVES PONTUAL;04722-000
00925;R; ; ;ALVES PORTO;02215-000
00926;R; ; ;ALVES RIBEIRO;01540-000
00927;R; ; ;ANTONIO INACIO DE MENDONCA;02415-000
00928;R; ; ;ALVILANDIA;05449-000
00929;R; ; ;ALVINOPOLIS;03644-000
00930;R; ; ;ALVORADA;04550-000
00931;R; ; ;PLATANALES;04926-000
00933;R; ; ;ALVORADA DO SUL;05612-000
00934;R; ; ;ALTO PARAGUAI;02238-000
00935;R; ; ;BRUNILDA;04601-000
00936;R;REG; ;LEON KANIEFSKY;05617-000
00937;R; ; ;FRANCISCO NARDE DE VASCONCELOS;03257-000
00938;R; ; ;FERNAO LOPES DE CAMARGO;03261-000
00939;R; ; ;JOAO VICENTE VALADAO;05203-000
00940;R; ; ;ALZIRA HONORINA;03428-000
00941;R;DONA; ;ALZIRA PEDROSO DE MELLO;08011-000
00942;R; ; ;AMACAS;05792-000
00945;PC; ; ;AMADEU AMARAL;01327-000
00946;R;CD; ;AMADEU BARBELINI;03283-000
00947;R; ; ;AMADEU DOS SANTOS;08011-000
00948;R; ; ;AMADEU GAMBERINI;08010-000
00949;R; ; ;AMADEU DE QUEIROS;02926-000
00950;R; ; ;AMADIS;04221-000
00951;R; ;DO;BOTICARIO;01040-000
00952;R; ; ;AMADOR BUENO;04752-000
00954;AV; ; ;AMADOR BUENO DA VEIGA;03635-000
00955;R; ; ;ANTONIO ALVES SANTOS;03256-000
00956;R; ; ;AMADOR DE BARROS JUNIOR;02967-000
00957;R;PROF; ;AMADOR DE LIMA JUNIOR;04456-000
00958;R; ; ;AMADOR DE MEDEIROS;05757-000
00959;R; ; ;AMADOR LOURENCO;04658-000
00960;R; ; ;AMAIBA;02307-000
00961;R;DR; ;JOSE VICENTE DE BARROS FILHO;04653-000
00962;R; ; ;AMALIA CORDELLI CARDENUTO;03961-000
00963;R; ; ;AMALIA DE FARIA;08230-000
00964;R;DR; ;FRANCISCO PETRARCA IELO;04689-000
00965;R; ; ;AMALIA FIGUEIROA;03737-000
00966;R; ; ;AMALIA DE NORONHA;05410-000
00967;R; ; ;AMAMBAI;02115-000
00968;R; ; ;AMANAJES;02068-000
00969;R; ; ;AMANARI;08250-000
00970;R; ; ;AMANCIO DE ANDRADE;04304-000
00971;R;DR; ;AMANCIO DE CARVALHO;04012-000
00972;R; ; ;AMANCIO DE MOURA;08441-000
00973;R; ; ;AMANCIO KLEIN;05841-000
00974;R; ; ;AMANDABA;04648-000
00975;R; ; ;AMANDIO MONTEIRO;02076-000
00976;R; ; ;VICTORIO DE PAIVA;04421-000
00977;R; ; ;AMAPA;03191-000
00979;R; ; ;ERNESTO VAN DYCK;04412-000
00980;TV;PROF; ;JOSE FERNANDES SOARES;03744-000
00981;R; ; ;JOAPE;05676-000
00982;R; ; ;AMARAJI;02739-000
00983;R; ; ;AMARAIS;03436-000
00984;R; ; ;AMARAL;04110-000
00985;R;CAP; ;AMARAL;02020-000
00986;R;CONS; ;AMARAL;05116-000
00987;R; ; ;AMARAL COUTINHO;03542-000
00988;R; ; ;AMARAL GAMA;02018-000
00989;R; ; ;AMARAL GURGEL;01221-000
00990;R;CON; ;AMARAL MELLO;02513-000
00991;R; ; ;ANTONIO ELIAS SCHOUERI;04945-000
00992;R;DOM; ;AMARAL MOUSINHO;02517-000
00993;R;DESEM; ;AMARAL VIEIRA;03908-000
00994;R;ENG; ;VALDEMAR LEFEVRE;05607-000
00995;R; ; ;AMARANTE;01543-000
00996;R;SOLD; ;AMARILHO GONCALVES DE QUEIROS;02147-000
00997;AV; ; ;AMARILIS;05673-000
00998;AL;STO; ;AMARO;04745-000
00999;AV;STO; ;AMARO;04505-000
01000;ES; ;DE;SANTO AMARO;05544-000
01001;R; ; ;PEDRO ESCOBAR;04851-000
01002;PC;DOM; ;AMARO;02525-000
01003;R;STO; ;AMARO;01315-000
01005;R; ; ;DOMENICO ANIBAL;04427-000
01006;R; ;DO;BIXIGA;01315-000
01007;TV; ; ;ANIDRITA;04372-000
01008;R; ; ;AMARO ALVARES;04419-000
01009;R; ; ;AMARO ANDRE;04753-000
01010;R; ; ;AMARO ANTONIO ROSA;05731-000
01011;PC; ; ;AMARO ANTONIO SOUZA;04691-000
01012;R; ; ;AMARO BEZERRA CAVALCANTI;03513-000
01013;R; ; ;AMARO CAVALHEIRO;05425-000
01014;R; ; ;AMARO DA ROCHA;04436-000
01015;R; ; ;AMARO DE ABREU;03639-000
01016;R; ; ;MAURO DE ARAUJO RIBEIRO;05182-000
01017;R; ; ;AMARO DE MORAIS;02138-000
01018;R; ; ;AMARO DOMINGUES;02803-000
01019;AV;TTE; ;AMARO FELICISSIMO DA SILVEIRA;02177-000
01020;R; ; ;AMARO GOMES;04949-000
01021;R; ; ;AMARO GUERRA;04711-000
01022;R; ; ;AMARO LEITE;04763-000
01023;R; ; ;AMARO LOPES;03524-000
01024;R; ; ;AMARO VELHO;05818-000
01026;R;STO; ;AMASIO;03144-000
01027;R; ; ;AMAURI;01448-000
01028;R; ; ;AMAURI DE MEDEIROS;02867-000
01029;R; ; ;AMAZONAS;01123-000
01030;R; ; ;GIOVANNI DI BALDUCCIO;04170-000
01032;R; ; ;MONTE REAL;04339-000
01034;R; ; ;MANUEL CORREIA PENTEADO;08180-000
01035;R; ; ;LAGOA DAS BANANEIRAS;08270-000
01036;R;BR;DO;AMAZONAS;05080-000
01037;R;PROF; ;PAULO ENEAS GALVAO;04406-000
01039;R; ; ;AMAZONAS DA SILVA;02051-000
01040;R; ; ;AMAZONITA;02928-000
01041;R; ; ;AMBORES;04319-000
01042;R; ; ;AMBROSINA DE MACEDO;04013-000
01043;R; ; ;AMBROSIO PEREIRA;04612-000
01044;R;MERE; ;AMEDEA;02125-000
01045;R; ;DAS;AMEIXEIRAS;04382-000
01046;R; ; ;SUMAIA GEBARA FARAH;04382-000
01048;R; ; ;JETIBA;02432-000
01049;R; ; ;ALEXANDRE DE MIRANDA;02565-000
01051;GL; ; ;FRANCISCO PRESTES MAIA;01007-000
01052;R; ; ;ALVES MACHADO;03737-000
01053;R; ; ;DAMIRO DE OLIVEIRA VOLPE;04544-000
01054;R; ; ;JOAO COLUNNA;04689-000
01055;R; ; ;FERNAO ALVES;03737-000
01056;R;IRMA; ;AMELIA;03156-000
01057;R; ; ;AMELIA AUGUSTA RODRIGUES;03959-000
01058;R; ; ;AMELIA DE FREITAS BEVILACQUA;03661-000
01059;R; ; ;AMELIA DUARTE;08410-000
01060;R; ; ;AMELIA GONCALVES;02752-000
01061;R; ; ;AMELIA PERPETUA;02040-000
01062;R; ; ;SIQUEIRA RENDON;08140-000
01063;R;DONA; ;AMELIA RUFINA;04155-000
01064;R; ; ;AMELIA SA BARBOSA;01106-000
01065;TV;DONA; ;AMELIA VIEIRA PITA;02462-000
01066;R; ; ;AMELIOPOLIS;02735-000
01070;R; ; ;ALDO MORO;03534-000
01072;R; ; ;ALVARES FAGUNDES;04338-000
01073;R; ; ;TRABALHOS DA TERRA;04338-000
01074;R; ; ;CANTEMIR;08041-000
01075;R; ; ;AMERICANA;03337-000
01076;R;GAL; ;AMERICANO FREIRE;08440-000
01077;R; ;DOS;AMERICANOS;01138-000
01078;R; ; ;AMERICANOPOLIS;04428-000
01079;R; ; ;JOSE ANTONIO PINTO;02871-000
01080;R; ; ;CABO DAS TORMENTAS;08452-000
01081;R;STO; ;AMERICO;05629-000
01082;R; ; ;AMERICO BOAVENTURA;02020-000
01083;R;MAL; ;AMERICO BRAGA;03554-000
01084;R;PROF; ;EURIPEDES SIMOES DE PAULA;03006-000
01085;R; ; ;AMERICO BRASILIENSE;04715-000
01086;R;DESEM; ;OLAVO FERREIRA PRADO;04427-000
01087;R; ; ;AMERICO BRIZA;02968-000
01088;R; ; ;AMERICO DE CAMPOS;01506-000
01089;R;DR; ;PAULINO GUIMARAES JUNIOR;05712-000
01090;R; ; ;AMERICO CASTRO;02249-000
01091;R; ; ;AMERICO CIOFFI;04815-000
01092;R;ENG; ;AMERICO DA GRACA MARTINS;05836-000
01093;R;DR; ;AMERICO DE CAMPOS;04416-000
01094;R;ENG; ;AMERICO DE CARVALHO RAMOS;04130-000
01096;PC;PROF; ;AMERICO DE MOURA;05670-000
01097;R;PROF; ;CARLOS PASQUALE;05613-000
01098;R; ; ;AMERICO DOS SANTOS;05439-000
01099;R;CEL; ;AMERICO FONTENELLE;03659-000
01100;R; ; ;AMERICO GOMES DA COSTA;08010-000
01101;PC; ; ;AMERICO JACOMINO;05437-000
01102;R;MIN; ;AMERICO MARCO ANTONIO;05442-000
01103;R;TTE; ;AMERICO MORETTI;04372-000
01104;R; ; ;AMERICO PARDINI;02354-000
01105;R; ; ;AMERICO RIBEIRO;04130-000
01106;R; ; ;ORONZO SCATTONE;04130-000
01109;R;SOLD; ;AMERICO RODRIGUES;02186-000
01110;R; ; ;AMERICO SAMARONE;04284-000
01111;R; ; ;AMERICO VESPUCCI;03135-000
01112;R; ; ;AMERICO WERNECK;03191-000
01113;R; ;DOS;AMERINDIOS;02342-000
01115;R; ; ;AMETISTA;04109-000
01117;R; ; ;JOAO PERESTRELLO;02314-000
01118;R; ; ;AMILCAR BARBUY;05121-000
01119;R;CEL; ;AMILCAR MAGALHAES;05171-000
01120;R; ; ;AMILCAR MARCHESINI;02634-000
01121;R;BRIG; ;AMILCAR VELOSO PEDERNEIRAS;04173-000
01122;R; ; ;AMINTAS PIRES DE CARVALHO;04571-000
01123;R; ; ;AMLETO FARRO;04754-000
01124;R; ; ;AMLETO MARCHI;05889-000
01125;R; ; ;AMIZADE DO TATUAPE;03319-060
